domain,creation_date,expiration_date,lifespan,creation_year,registrar,nameserver1,nameserver2,nameserver3
9scholarships.com,27-09-2019,27-09-2026,7.0,2019.0,"Alibaba Cloud Computing (Beijing) Co., Ltd.",LARA.NS.CLOUDFLARE.COM,SID.NS.CLOUDFLARE.COM,
9to5jobsusa.com,27-08-2024,27-08-2025,1.0,2024.0,,,,
9to5mac.com,05-01-2007,05-01-2028,21.0,2007.0,"TUCOWS, INC.",NS1.WORDPRESS.COM,NS2.WORDPRESS.COM,NS3.WORDPRESS.COM
9to5toys.com,01-05-2009,01-05-2027,18.0,2009.0,,,,
a-garden-diary.com,24-12-1999,24-12-2025,26.0,1999.0,,,,
a-printable-calendar.com,09-08-2018,09-08-2026,8.0,2018.0,,,,
a.afrowoodtv.org,19-05-2022,19-05-2026,4.0,2022.0,,,,
a.allcodeshere.com,14-06-2022,14-06-2026,4.0,2022.0,,,,
a.recipe25.com,17-08-2024,17-08-2026,2.0,2024.0,"HOSTINGER operations, UAB",NS1.DNS-PARKING.COM,NS2.DNS-PARKING.COM,
a1.vpermits.com,28-05-2017,28-05-2026,9.0,2017.0,,,,
a1sewer.com,29-03-2001,29-03-2026,25.0,2001.0,,,,
a1wxy.appsyonamovil.com,19-08-2017,19-08-2025,8.0,2017.0,,,,
aaa-moving.com,04-03-1998,03-03-2026,28.0,1998.0,,,,
aabb.myfunmax.com,04-12-2023,04-12-2025,2.0,2023.0,,,,
aapcmedicalcoding.com,28-05-2024,28-05-2026,2.0,2024.0,,,,
aarp.org,16-12-1994,15-12-2029,35.0,1994.0,,,,
aartedeensinareaprender.com,22-10-2015,22-10-2025,10.0,2015.0,,,,
aavetcare.com,17-01-2009,17-01-2026,17.0,2009.0,,,,
ab.franksfurnitureoutlet.com,27-01-2023,27-01-2026,3.0,2023.0,,,,
abandonedsoutheast.com,28-03-2016,28-03-2026,10.0,2016.0,"Wild West Domains, LLC",NS1.WORDPRESS.COM,NS2.WORDPRESS.COM,
abba.heardledecades.com,28-04-2022,28-04-2026,4.0,2022.0,,,,
abby-model.net,23-03-2003,23-03-2026,23.0,2003.0,,,,
abbysrecipes.com,01-11-2024,01-11-2025,1.0,2024.0,NAMECHEAP INC,CAMILO.NS.CLOUDFLARE.COM,DANA.NS.CLOUDFLARE.COM,
abc.donextop.com,26-08-2024,26-08-2025,1.0,2024.0,,,,
abc10.com,11-01-2004,11-01-2026,22.0,2004.0,,,,
abc11.com,07-01-2006,07-01-2026,20.0,2006.0,,,,
abc12.com,06-11-1998,05-11-2025,27.0,1998.0,,,,
abc24times.com,05-08-2022,05-08-2026,4.0,2022.0,NAMECHEAP INC,ANNA.NS.CLOUDFLARE.COM,THOMAS.NS.CLOUDFLARE.COM,
abc6.com,17-11-1995,16-11-2026,31.0,1995.0,"GoDaddy.com, LLC",NS51.DOMAINCONTROL.COM,NS52.DOMAINCONTROL.COM,
abc7news.com,13-10-1998,21-05-2026,27.0,1998.0,,,,
abcactionnews.com,26-06-2002,26-06-2026,24.0,2002.0,,,,
abcallenamento.it,04-02-2013,04-02-2026,13.0,2013.0,,,,
abccolumbia.com,19-09-2005,19-09-2025,20.0,2005.0,,,,
abcdinheiro.com,03-08-2023,03-08-2026,3.0,2023.0,"GoDaddy.com, LLC",ALEXANDRA.NS.CLOUDFLARE.COM,HUXLEY.NS.CLOUDFLARE.COM,
abcgramasintetica.com,25-08-2020,25-08-2025,5.0,2020.0,,,,
abcnews.go.com,09-01-1998,08-01-2026,28.0,1998.0,"CSC Corporate Domains, Inc.",NS1.TWDCNS.COM,NS2.TWDCNS.COM,NS3.TWDCNS.INFO
abctelefonos.com,13-12-2007,13-12-2026,19.0,2007.0,"GoDaddy.com, LLC",ARNOLD.NS.CLOUDFLARE.COM,LAURA.NS.CLOUDFLARE.COM,
abcwarehouse.com,09-02-1996,10-02-2027,31.0,1996.0,,,,
abdo15.com,13-04-2024,13-04-2026,2.0,2024.0,,,,
abdullah-al-sahil.com,26-01-2022,26-01-2026,4.0,2022.0,"NameCheap, Inc.",NS1.DNS-PARKING.COM,NS2.DNS-PARKING.COM,
abeautifulspace.co.uk,03-03-2013,03-03-2027,14.0,2013.0,,,,
aberdareonline.co.uk,09-02-2000,09-02-2026,26.0,2000.0,,,,
abestway.net,30-01-2018,30-01-2028,10.0,2018.0,,,,
abetterrecipe.com,12-04-2025,12-04-2026,1.0,2025.0,,,,
abidjutt.com,05-12-2023,05-12-2025,2.0,2023.0,"Sav.com, LLC",NS1.NWPRO2.FCOMET.COM,NS2.NWPRO2.FCOMET.COM,
abigailsalameda.com,01-06-2013,01-06-2026,13.0,2013.0,,,,
abingdonsparesllc.com,28-07-2003,28-07-2025,22.0,2003.0,,,,
abitel.fr,18-09-2013,15-02-2026,12.0,2013.0,,,,
ablossominglife.com,27-10-2012,27-10-2025,13.0,2012.0,,,,
abmsnow.com,16-05-2008,16-05-2026,18.0,2008.0,,,,
abokifx.com,03-03-2014,03-03-2029,15.0,2014.0,"GoDaddy.com, LLC",DAMON.NS.CLOUDFLARE.COM,WALLY.NS.CLOUDFLARE.COM,
abountifullove.com,23-04-2015,23-04-2026,11.0,2015.0,,,,
about2cruise.co.uk,11-11-2002,11-11-2025,23.0,2002.0,,,,
aboutfilipinofood.com,14-12-2011,14-12-2025,14.0,2011.0,,,,
aboutyorkies.com,17-03-2017,17-03-2026,9.0,2017.0,,,,
abqjournal.com,03-02-1996,04-02-2027,31.0,1996.0,,,,
abrightmoment.com,06-04-2018,06-04-2026,8.0,2018.0,"GoDaddy.com, LLC",NS1.SITEGROUND.NET,NS2.SITEGROUND.NET,
abroad.loadedroms.com,13-12-2020,13-12-2025,5.0,2020.0,,,,
abroaducate.com,01-08-2024,01-08-2026,2.0,2024.0,"TUCOWS, INC.",GRACE.NS.CLOUDFLARE.COM,QUENTIN.NS.CLOUDFLARE.COM,
absolutenews.com,23-09-2002,23-09-2032,30.0,2002.0,,,,
abw.soopage.com,03-01-2014,03-01-2026,12.0,2014.0,,,,
acabsa.com,21-05-2024,21-05-2026,2.0,2024.0,,,,
acad.org.pk,07-08-2025,07-08-2027,2.0,2025.0,,clay.ns.cloudflare.com,ollie.ns.cloudflare.com,
acadanow.com,19-06-2023,19-06-2026,3.0,2023.0,NAMECHEAP INC,NS1.WPX.NET,NS2.WPX.NET,NS3.WPX.NET
acadcalendar.com,12-05-2025,12-05-2026,1.0,2025.0,"NameCheap, Inc.",DNS1.NAMECHEAPHOSTING.COM,DNS2.NAMECHEAPHOSTING.COM,
academicjournal.org,12-05-2017,12-05-2026,9.0,2017.0,,,,
academy.mitre-engenuity.org,06-06-2019,06-06-2026,7.0,2019.0,,,,
acadiaguideservice.com,23-08-2005,23-08-2025,20.0,2005.0,,,,
acc.apprenticerestaurant.com,30-07-2019,30-07-2025,6.0,2019.0,,,,
access.bpmp.org,16-04-2019,16-04-2026,7.0,2019.0,,,,
access.cbtmagazine.net,12-05-1998,11-05-2026,28.0,1998.0,,,,
access.energy-healingarts.com,17-07-2003,17-07-2025,22.0,2003.0,,,,
access.flowersbyorie.com,19-01-2007,19-01-2026,19.0,2007.0,,,,
access.karenkstone.com,27-04-1998,26-04-2026,28.0,1998.0,,,,
access.korinamexicana.com,13-07-2017,13-07-2026,9.0,2017.0,,,,
access.laddyvictoria.com,18-08-2021,18-08-2025,4.0,2021.0,,,,
access.novedadeselimayoreo.com,18-07-2022,18-07-2026,4.0,2022.0,,,,
accesscollections.com,28-07-2018,28-07-2028,10.0,2018.0,,,,
accesscorectional.com,16-11-2016,16-11-2025,9.0,2016.0,,,,
accessonline.com,21-02-2000,21-02-2027,27.0,2000.0,,,,
accessscorrections.com,09-12-2013,09-12-2025,12.0,2013.0,,,,
accountinginsights.org,03-01-2024,03-01-2027,3.0,2024.0,,,,
accueil-temporaire.com,29-05-2025,29-05-2026,1.0,2025.0,DropCatch.com 406 LLC,ELSA.NS.CLOUDFLARE.COM,LOCHLAN.NS.CLOUDFLARE.COM,
accuweather.com,27-10-1995,26-10-2025,30.0,1995.0,,,,
aceitei.com,01-11-2021,01-11-2025,4.0,2021.0,,,,
aceofspoons.com,16-01-2016,16-01-2026,10.0,2016.0,,,,
acgdh.co,30-09-2023,30-09-2025,2.0,2023.0,,,,
acgob.org,09-03-2009,09-03-2026,17.0,2009.0,,,,
acgpubs.org,30-04-2007,30-04-2026,19.0,2007.0,,,,
acient.org,27-02-2004,27-02-2026,22.0,2004.0,,,,
acionando.com.br,13-09-2023,13-09-2025,2.0,2023.0,,,,
aclassictwist.com,29-01-2018,29-01-2026,8.0,2018.0,,,,
acmeofskill.com,05-10-2009,05-10-2025,16.0,2009.0,,,,
acontecercristiano.net,12-08-2011,12-08-2025,14.0,2011.0,,,,
acreditei.com,01-11-2021,01-11-2025,4.0,2021.0,,,,
actia.ca,21-05-2025,21-05-2026,1.0,2025.0,,,,
actimg.heytapimg.com,25-06-2019,25-06-2026,7.0,2019.0,,,,
actionblogs.com,07-12-2023,07-12-2025,2.0,2023.0,,,,
actiongame.run,30-09-2024,30-09-2025,1.0,2024.0,,,,
actionsignsoftexas.com,02-01-2014,02-01-2026,12.0,2014.0,,,,
active.dalyfeds.com,28-12-2023,28-12-2025,2.0,2023.0,,,,
activebeat.com,19-04-2001,19-04-2026,25.0,2001.0,,,,
activity-launcher.uptodown.com,20-12-2002,24-06-2033,30.0,2002.0,,,,
activitycovered.com,14-12-2022,14-12-2025,3.0,2022.0,,,,
actu.caminteresse.fr,12-02-2002,12-02-2026,24.0,2002.0,NAMEBAY,deimos.vp-dns.net,phobos.vp-dns.net,venus.vp-dns.net
actu.femmeactuelle.fr,12-02-2002,12-02-2026,24.0,2002.0,NAMEBAY,deimos.vp-dns.net,phobos.vp-dns.net,venus.vp-dns.net
acuriosa.net,11-06-2022,11-06-2026,4.0,2022.0,,,,
ad.520xm.vip,09-01-2025,09-01-2027,2.0,2025.0,,,,
ad2.konepembappointment.com,05-01-2021,05-01-2026,5.0,2021.0,,,,
ad5link.com,09-10-2018,09-10-2025,7.0,2018.0,,,,
adaucogit.com,27-02-2014,27-02-2026,12.0,2014.0,,,,
adayinfirstgrade.com,11-02-2014,11-02-2027,13.0,2014.0,,,,
adccms.techmaxbooks.com,14-05-2002,14-05-2026,24.0,2002.0,,,,
adcf.org,25-05-2025,25-05-2026,1.0,2025.0,,,,
adcloud-business.com,25-03-2025,25-03-2026,1.0,2025.0,,,,
adcloud-finance.com,04-03-2025,04-03-2026,1.0,2025.0,,,,
adcloud-story.com,04-03-2025,04-03-2026,1.0,2025.0,,,,
adcloud-technews.com,25-03-2025,25-03-2026,1.0,2025.0,,,,
adcopywriting.com,17-09-1999,17-09-2025,26.0,1999.0,,,,
addeccousa.com,07-08-2005,07-08-2026,21.0,2005.0,,,,
addisonyardcare.com,03-06-2022,03-06-2026,4.0,2022.0,,,,
additudemag.com,25-06-1998,24-06-2027,29.0,1998.0,,,,
addr.com,29-11-1997,28-11-2025,28.0,1997.0,,,,
addrom.com,24-02-2017,24-02-2026,9.0,2017.0,"NameCheap, Inc.",CLYDE.NS.CLOUDFLARE.COM,KARA.NS.CLOUDFLARE.COM,
adelitasmenu.com,23-04-2020,23-04-2026,6.0,2020.0,,,,
adiligentheart.com,11-05-2012,11-05-2026,14.0,2012.0,,,,
adindex.miaminewtimes.com,08-11-1995,07-11-2025,30.0,1995.0,,,,
adirondackgirlatheart.com,17-07-2015,17-07-2025,10.0,2015.0,,,,
adishofdailylife.com,11-07-2012,11-07-2025,13.0,2012.0,,,,
aditivocad.com,16-10-2001,16-10-2025,24.0,2001.0,"HOSTINGER operations, UAB",NOEL.NS.CLOUDFLARE.COM,NOLA.NS.CLOUDFLARE.COM,
adk.teksti.pl,16-11-2016,16-11-2025,9.0,2016.0,,,,
admagazine.com,02-01-1999,02-01-2026,27.0,1999.0,"CSC Corporate Domains, Inc.",NS-1116.AWSDNS-11.ORG,NS-1935.AWSDNS-49.CO.UK,NS-28.AWSDNS-03.COM
admin.americanvipworld.com,12-06-2023,12-06-2026,3.0,2023.0,,,,
admin.konepembappointment.com,05-01-2021,05-01-2026,5.0,2021.0,,,,
admin.nancylindbergpatterns.com,21-02-2022,21-02-2026,4.0,2022.0,,,,
admuda.com,09-02-2025,09-02-2026,1.0,2025.0,,,,
adoborestaurant.com,23-06-2019,23-06-2025,6.0,2019.0,,,,
adorablelivingspaces.com,11-07-2018,11-07-2026,8.0,2018.0,Launchpad.com Inc.,NS1.ADORABLELIVINGSPACES.COM,NS2.ADORABLELIVINGSPACES.COM,
adorefoods.com,03-11-2014,03-11-2025,11.0,2014.0,,,,
adrianbaroni.makeuptakashi.com,18-04-2024,18-04-2026,2.0,2024.0,,,,
ads.weekly-ads.us,30-11-2015,29-11-2025,10.0,2015.0,,,,
adsern.com,19-09-2021,19-09-2027,6.0,2021.0,,,,
adslzone.net,18-09-2003,18-09-2029,26.0,2003.0,,,,
adsofworld.com,05-07-2007,05-07-2025,18.0,2007.0,,,,
adspecials.us,06-08-2019,06-08-2025,6.0,2019.0,,,,
advance-africa.com,03-08-2006,03-08-2025,19.0,2006.0,,,,
advanceautoparts.formyrebate.com,02-12-2010,02-12-2025,15.0,2010.0,,,,
advancedacupunctureofmcallen.com,15-04-2013,15-04-2026,13.0,2013.0,,,,
advancedhealthline.com,12-02-2022,12-02-2026,4.0,2022.0,"GoDaddy.com, LLC",CARLOS.NS.CLOUDFLARE.COM,COURTNEY.NS.CLOUDFLARE.COM,
advancedrealtysouth.com,08-07-2007,08-07-2026,19.0,2007.0,,,,
advancedvisioncareinc.com,13-07-2010,13-07-2026,16.0,2010.0,,,,
advencokitchenwish.com,20-06-2018,20-06-2026,8.0,2018.0,,,,
adventure.argjendaridonaldo.com,02-05-2020,02-05-2026,6.0,2020.0,,,,
adventurejeep.com,04-09-2023,04-09-2025,2.0,2023.0,,,,
adventuresofadiymom.com,13-03-2013,13-03-2026,13.0,2013.0,,,,
advisoryhq.com,02-08-2014,02-08-2027,13.0,2014.0,,,,
advmotorcycling.site,12-06-2025,12-06-2026,1.0,2025.0,NAMECHEAP INC,DNS1.REGISTRAR-SERVERS.COM,DNS2.REGISTRAR-SERVERS.COM,
ae.jobrapido.com,28-09-2005,28-09-2025,20.0,2005.0,Marcaria International LLC,NS-CLOUD-D1.GOOGLEDOMAINS.COM,NS-CLOUD-D2.GOOGLEDOMAINS.COM,NS-CLOUD-D3.GOOGLEDOMAINS.COM
aeroportoconfins.com,07-06-2024,07-06-2026,2.0,2024.0,,,,
aerotrader.com,02-10-1995,01-10-2025,30.0,1995.0,,,,
aesplora.com,17-12-2023,17-12-2025,2.0,2023.0,,,,
aesthetic-symbols.com,24-11-2020,24-11-2025,5.0,2020.0,,,,
aestheticbio.net,25-03-2023,25-03-2026,3.0,2023.0,,,,
aethersx2.th.uptodown.com,20-12-2002,24-06-2033,30.0,2002.0,,,,
afamilyfeast.com,25-09-2012,25-09-2032,20.0,2012.0,,,,
afantai.myfunmax.com,04-12-2023,04-12-2025,2.0,2023.0,"Amazon Registrar, Inc.",NS-1367.AWSDNS-42.ORG,NS-1616.AWSDNS-10.CO.UK,NS-246.AWSDNS-30.COM
afarmgirlskitchen.com,10-03-2017,10-03-2026,9.0,2017.0,,,,
afasiaarchzine.com,03-06-2015,03-06-2026,11.0,2015.0,,,,
afdh.com,23-12-2002,23-12-2025,23.0,2002.0,,,,
affects3d.com,07-08-2013,07-08-2026,13.0,2013.0,,,,
afforablehousing.com,08-07-2004,08-07-2025,21.0,2004.0,,,,
affordablehousing.com,22-05-1996,23-05-2035,39.0,1996.0,,,,
affordablehousing411.com,19-10-2021,19-10-2025,4.0,2021.0,,,,
affordablehousingheroes.com,03-06-2020,03-06-2026,6.0,2020.0,,,,
affordablehousinghub.org,16-05-2019,16-05-2026,7.0,2019.0,,,,
affordablehousingonline.com,07-08-2001,07-08-2027,26.0,2001.0,,,,
afntijuana.info,17-12-2004,17-12-2028,24.0,2004.0,,,,
afootballreport.com,07-07-2009,07-07-2026,17.0,2009.0,"GoDaddy.com, LLC",NS-1302.AWSDNS-34.ORG,NS-1654.AWSDNS-14.CO.UK,NS-235.AWSDNS-29.COM
aforkstale.com,17-02-2015,17-02-2030,15.0,2015.0,,,,
africa.espn.com,04-10-1994,03-10-2025,31.0,1994.0,"CSC Corporate Domains, Inc.",NS-1045.AWSDNS-02.ORG,NS-122.AWSDNS-15.COM,NS-1936.AWSDNS-50.CO.UK
africareers.net,26-07-2023,26-07-2026,3.0,2023.0,Wix.com Ltd.,NS8.WIXDNS.NET,NS9.WIXDNS.NET,
afrocareers.com,24-06-2025,24-06-2026,1.0,2025.0,NAMECHEAP INC,DNS1.REGISTRAR-SERVERS.COM,DNS2.REGISTRAR-SERVERS.COM,
afrointroductions.com,17-02-2002,17-02-2027,25.0,2002.0,,,,
afrowoodtv.org,19-05-2022,19-05-2026,4.0,2022.0,,,,
afterschoolafrica.com,07-05-2010,07-05-2026,16.0,2010.0,Web4Africa Inc.,JADE.NS.CLOUDFLARE.COM,KEN.NS.CLOUDFLARE.COM,
aftvnews.com,21-07-2014,21-07-2026,12.0,2014.0,,,,
ag-auto-clicker-auto-tap.en.uptodown.com,20-12-2002,24-06-2033,30.0,2002.0,,,,
ag.111step.com,12-07-2019,12-07-2025,6.0,2019.0,,,,
agaairport.com,27-07-2022,27-07-2026,4.0,2022.0,"Spaceship, Inc.",NS1.DNS-PARKING.COM,NS2.DNS-PARKING.COM,
agario.org.uk,14-09-2018,14-09-2025,7.0,2018.0,,,,
agasobanuye.com,11-03-2018,11-03-2026,8.0,2018.0,,,,
age-of-empires-iii.id.uptodown.com,20-12-2002,24-06-2033,30.0,2002.0,,,,
agencialatinaintegral.com,19-04-2024,19-04-2026,2.0,2024.0,,,,
agenda-des-sorties.com,14-04-2006,14-04-2026,20.0,2006.0,"OVH, SAS",DNS11.OVH.NET,NS11.OVH.NET,
agendamedieval.com,06-04-2025,06-04-2027,2.0,2025.0,"HOSTINGER operations, UAB",NS1.DNS-PARKING.COM,NS2.DNS-PARKING.COM,
agendaweb.org,04-06-2004,04-06-2029,25.0,2004.0,,,,
agents.equator.com,28-11-1990,27-11-2025,35.0,1990.0,,,,
agivers.com,03-12-2024,03-12-2025,1.0,2024.0,Metaregistrar BV,KEHLANI.NS.CLOUDFLARE.COM,TANNER.NS.CLOUDFLARE.COM,
agoradeubo.com.br,15-03-2024,15-03-2026,2.0,2024.0,,,,
agrarheute.com,28-08-2006,28-08-2025,19.0,2006.0,united domains AG,NS1A.DODNS.NET,NS2A.DODNS.NET,
agregame.com,25-11-2003,25-11-2028,25.0,2003.0,,,,
agricomercio.com,02-09-2019,02-09-2025,6.0,2019.0,,,,
agriprice.com.tw,07-09-2022,07-09-2034,12.0,2022.0,,,,
agristok.net,26-08-2021,26-08-2026,5.0,2021.0,Automattic Inc.,NS1.WORDPRESS.COM,NS2.WORDPRESS.COM,NS3.WORDPRESS.COM
agrisur.fr,12-04-2023,12-04-2026,3.0,2023.0,RANXPLORER,ns1.o2switch.net,ns2.o2switch.net,
agupdate.com,08-03-2014,08-03-2026,12.0,2014.0,,,,
agviaggi.it,11-12-2006,11-12-2025,19.0,2006.0,Studio Scivoletto s.r.l.,ns-77.awsdns-09.com ns-715.awsdns-25.net ns-1903.awsdns-45.co.uk ns-1479.awsdns-56.org,,
ahaplay.online,05-03-2024,05-03-2026,2.0,2024.0,,,,
ahealthyliving.com,01-11-2014,01-11-2026,12.0,2014.0,,,,
ahgautoservice.com,05-03-2024,05-03-2026,2.0,2024.0,,,,
ahlanadi.com,15-11-2018,15-11-2028,10.0,2018.0,,,,
ahmedatef.com,25-12-2008,25-12-2028,20.0,2008.0,,,,
ahoraeg.com,21-02-2019,21-02-2026,7.0,2019.0,IONOS SE,JEAN.NS.CLOUDFLARE.COM,JOHNNY.NS.CLOUDFLARE.COM,
ahorasanjuan.com,17-02-2021,17-02-2026,5.0,2021.0,,,,
ai.cwann.top,01-11-2024,01-11-2026,2.0,2024.0,,,,
ai.noveltytelephone.com,19-07-2000,19-07-2026,26.0,2000.0,,,,
ai.securewealthguide.com,06-06-2024,06-06-2026,2.0,2024.0,,,,
ai.thevenom.online,03-11-2024,03-11-2025,1.0,2024.0,"GoDaddy.com, LLC",NS1.NODE76.MYFCLOUDNW.COM,NS2.NODE76.MYFCLOUDNW.COM,
aibmmc.com,23-03-2025,23-03-2026,1.0,2025.0,,,,
aicelti.it,01-08-2025,01-08-2026,1.0,2025.0,NameCase GmbH,ns1.nidomans.com ns2.nidomans.com,,
aidhub.becasycursos.online,02-12-2017,02-12-2025,8.0,2017.0,NAMECHEAP INC,DELILAH.NS.CLOUDFLARE.COM,ERIC.NS.CLOUDFLARE.COM,
aidlink.infodinero.site,18-12-2017,,,2017.0,,,,
aieducation.co.za,03-04-2024,03-04-2026,2.0,2024.0,,,,
aifei.littleyardgames.com,04-12-2023,04-12-2025,2.0,2023.0,,,,
aiis.org,09-04-1999,09-04-2026,27.0,1999.0,"Network Solutions, LLC",ophelia.ns.cloudflare.com,sean.ns.cloudflare.com,
aimeeburmester.com,24-06-2019,24-06-2026,7.0,2019.0,,,,
aimingthedreams.com,27-11-2017,27-11-2025,8.0,2017.0,,,,
aims.college,29-09-2015,29-09-2027,12.0,2015.0,,,,
ainews.58information.vip,03-04-2025,03-04-2027,2.0,2025.0,,,,
ainvest.com,22-03-2016,22-03-2027,11.0,2016.0,,,,
aipickup.com,03-11-2019,03-11-2025,6.0,2019.0,,,,
aiptcomics.com,24-02-2017,24-02-2026,9.0,2017.0,,,,
airambulancesservice.com,22-04-2024,22-04-2026,2.0,2024.0,,,,
aircapitolsalvage.com,27-07-2011,27-07-2026,15.0,2011.0,,,,
airconditionerlab.com,03-03-2013,03-03-2026,13.0,2013.0,,,,
airconmag.com,26-11-2021,26-11-2025,4.0,2021.0,,,,
airedesantafe.com.ar,12-05-2014,10-06-2026,12.0,2014.0,nicar,ns-200.awsdns-25.com,ns-1852.awsdns-39.co.uk,ns-1214.awsdns-23.org
airflowacademy.com,11-09-2020,11-09-2025,5.0,2020.0,,,,
airforcewriter.com,22-02-2005,22-02-2027,22.0,2005.0,,,,
airfryerchickenwings.com,28-03-2024,28-03-2026,2.0,2024.0,,,,
airfryermama.com,03-06-2024,03-06-2026,2.0,2024.0,,,,
airfryfoods.com,28-09-2024,28-09-2025,1.0,2024.0,,,,
airlinegeeks.com,19-04-2013,19-04-2026,13.0,2013.0,"GoDaddy.com, LLC",AISHA.NS.CLOUDFLARE.COM,RAZVAN.NS.CLOUDFLARE.COM,
airnavradar.com,15-10-2024,15-10-2034,10.0,2024.0,,,,
airport-atlanta.com,23-01-2023,23-01-2026,3.0,2023.0,,,,
airportia.com,21-05-2013,21-05-2026,13.0,2013.0,,,,
airportinfo.live,24-11-2018,24-11-2025,7.0,2018.0,,,,
airportix.com,18-09-2017,18-09-2027,10.0,2017.0,,,,
airportparkingbuddy.com,29-10-2022,29-10-2025,3.0,2022.0,,,,
airportwebcams.net,01-11-2013,01-11-2026,13.0,2013.0,,,,
airpurelife.com,10-05-2021,10-05-2026,5.0,2021.0,,,,
airshowcenter.com,25-09-2012,25-09-2025,13.0,2012.0,,,,
airshowdisplay.fr,18-12-2022,18-12-2025,3.0,2022.0,IONOS SE,ns1024.ui-dns.com,ns1055.ui-dns.org,ns1064.ui-dns.de
airshowstuff.com,22-05-2005,22-05-2026,21.0,2005.0,,,,
airstructures.com,11-11-1997,10-11-2027,30.0,1997.0,,,,
airtelpay.com,05-08-2010,05-08-2025,15.0,2010.0,,,,
airtv.com,14-07-1997,13-07-2026,29.0,1997.0,,,,
aiskincares.com,30-11-2023,30-11-2025,2.0,2023.0,,,,
aitaleworld.com,03-09-2025,03-09-2026,1.0,2025.0,DYNADOT LLC,ALDO.NS.CLOUDFLARE.COM,BAILEY.NS.CLOUDFLARE.COM,
aitextconverter.com,25-01-2023,25-01-2027,4.0,2023.0,,,,
aitexthumanize.com,17-05-2024,17-05-2026,2.0,2024.0,,,,
aitohumantextconverter.com,12-04-2023,12-04-2026,3.0,2023.0,,,,
aitransformings.com,28-03-2024,28-03-2026,2.0,2024.0,,,,
aixsafety.com,19-11-2009,19-11-2025,16.0,2009.0,,,,
ajc.com,01-06-1994,31-05-2026,32.0,1994.0,,,,
ajiranasitz.com,18-09-2024,18-09-2025,1.0,2024.0,"GoDaddy.com, LLC",NS1.DNS-PARKING.COM,NS2.DNS-PARKING.COM,
ajls.ng,30-10-2024,30-10-2025,1.0,2024.0,HostAfrica,rihana.ns.cloudflare.com,felicity.ns.cloudflare.com,
ajnvirals.com,04-07-2023,04-07-2026,3.0,2023.0,,,,
ajudatj.com,18-08-2020,18-08-2027,7.0,2020.0,,,,
akc.org,04-06-1995,03-06-2029,34.0,1995.0,,,,
aknv.com,05-08-2005,05-08-2025,20.0,2005.0,,,,
akordi-note.com,28-05-2024,28-05-2026,2.0,2024.0,,,,
aktien.guide,19-01-2016,19-01-2026,10.0,2016.0,,,,
al-nabel.com,11-01-2020,11-01-2026,6.0,2020.0,,,,
al.com,23-04-1997,24-04-2026,29.0,1997.0,,,,
alabamarestareas.com,24-06-2015,24-06-2026,11.0,2015.0,"NameSilo, LLC",NS1.C79196.SGVPS.NET,NS2.C79196.SGVPS.NET,
aladygoeswest.com,24-09-2012,24-09-2025,13.0,2012.0,,,,
aladyinlondon.com,18-08-2009,18-08-2026,17.0,2009.0,Squarespace Domains II LLC,NS1.LYRICALHOST.COM,NS2.LYRICALHOST.COM,NS3.LYRICALHOST.COM
alalam.com,24-06-2001,24-06-2025,24.0,2001.0,,,,
alamo.worthepenny.com,10-02-2020,10-02-2026,6.0,2020.0,,,,
alamogordotownnews.com,17-07-2024,17-07-2025,1.0,2024.0,,,,
alanews.it,08-02-2012,03-06-2026,14.0,2012.0,Aruba s.p.a.,dns.technorail.com dns2.technorail.com dns3.arubadns.net dns4.arubadns.cz,,
alaska4you.com,12-03-2022,12-03-2026,4.0,2022.0,,,,
alaskaitinerary.com,07-10-2023,07-10-2025,2.0,2023.0,,,,
alattefood.com,05-05-2014,05-05-2026,12.0,2014.0,,,,
alaviz.xyz,18-04-2024,18-04-2026,2.0,2024.0,,,,
alawyersays.com,09-03-2023,09-03-2026,3.0,2023.0,"HOSTINGER operations, UAB",NS1.DNS-PARKING.COM,NS2.DNS-PARKING.COM,
albert.integracomputing.com,29-02-2024,28-02-2026,2.0,2024.0,,,,
albuquerqueamphitheater.com,19-11-2015,19-11-2026,11.0,2015.0,"GoDaddy.com, LLC",CHLOE.NS.CLOUDFLARE.COM,KEVIN.NS.CLOUDFLARE.COM,
alcatelfirmware.com,06-09-2018,06-09-2025,7.0,2018.0,,,,
alch.freshleaf.store,21-10-2024,21-10-2026,2.0,2024.0,"Go Daddy, LLC",BRIANNA.NS.CLOUDFLARE.COM,JUSTIN.NS.CLOUDFLARE.COM,
alchemyknow.com,06-06-2023,06-06-2026,3.0,2023.0,,,,
alcoholdrugcouncil.org,05-04-2002,05-04-2026,24.0,2002.0,,,,
aldentediva.com,25-11-2019,25-11-2025,6.0,2019.0,,,,
aldi23.localjobmatching.com,02-12-2024,02-12-2025,1.0,2024.0,,,,
aldiweeklyad.us,25-04-2025,25-04-2026,1.0,2025.0,,,,
aledotimesrecord.com,23-10-2002,23-10-2025,23.0,2002.0,,,,
alertaqronoticias.com,14-01-2017,14-01-2026,9.0,2017.0,,,,
alerts.employedusa.com,25-04-2019,25-04-2026,7.0,2019.0,,,,
alertzpro.com,10-11-2020,10-11-2025,5.0,2020.0,,,,
alessandraciuffo.com,04-01-2022,04-01-2028,6.0,2022.0,,,,
alevradhermi.com,07-05-2021,07-05-2026,5.0,2021.0,,,,
